code,short_title,detailed_description,system_category,code_type,severity_level
C003C,Rear Tone Wheel (Subfault),System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C003D,Rear Wheel Speed Sensor (Subfault),System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C003E,Rear Wheel Speed Sensor Supply (Subfault),System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0040,Right Front Wheel Speed Sensor Circuit,System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0041,"Brake Pedal Switch ""B"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0042,"Brake Pedal Position Sensor ""Circuit A"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0043,"Brake Pedal Position Sensor ""Circuit B"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0044,"Brake Pressure Sensor ""A"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0045,"Brake Pressure Sensor ""B"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0046,"Brake Pressure Sensor ""A""/""B"" (Subfault)",System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0047,Brake Booster Pressure Sensor (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0048,Brake Booster Travel Sensor (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0049,Brake Fluid (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C004A,Brake Lining Wear Sensor (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Chassis category.,Chassis,Generic,Warning
C0051,Steering Wheel Position Sensor (Subfault),System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0052,"Steering Wheel Position Sensor ""Signal A"" (Subfault)",System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0053,"Steering Wheel Position Sensor ""Signal B"" (Subfault)",System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0054,"Steering Wheel Position Sensor ""Signal C"" (Subfault)",System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0055,"Steering Wheel Position Sensor ""Signal D"" (Subfault)",System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0061,Lateral Acceleration Sensor (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0062,Longitudinal Acceleration Sensor (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0063,Yaw Rate Sensor (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0064,Roll Rate Sensor,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0069,Yaw Rate/Longitude Sensors (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C006A,Multi-axis Acceleration Sensor (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C006B,Stability System Active Too Long (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C006C,Stability System,System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0071,2/4 Wheel Drive Status Input (Subfault),System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0072,Brake Temperature Too High (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Chassis category.,Chassis,Generic,Warning
C0073,Delivered Driving Torque (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0074,Requested Driving Torque (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0075,Extended Brake Pedal Trave,System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0077,Low Tire Pressure (Subfault),System: Tire Pressure Monitoring. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Chassis category.,Chassis,Generic,Warning
C0078,Tire Diameter (Subfault),System: Tire Pressure Monitoring. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0079,Variable Effort Steering (Subfault),System: Steering System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0081,ABS Malfunction Indicator (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Generic,Critical
C0082,Brake System Malfunction Indicator (Subfault),System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Generic,Critical
C0083,Tire Pressure Monitor Malfunction Indicator (Subfault),System: Tire Pressure Monitoring. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Generic,Critical
C0084,Traction Active Indicator (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0085,Traction Disable Indicator (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0086,Vehicle Dynamics Indicator (Subfault),System: Vehicle Dynamics. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0089,TCS Disable Switch (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C008A,TCS Mode Control (Subfault),System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Generic,Info
C0265,EBCM Motor Relay Circuit Low When On,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Chassis category.,Chassis,Generic,Warning
C1130,Engine Signal 1,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Manufacturer,Info
C1145,Right Front Wheel Speed Sensor Input Circuit Failure,System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Manufacturer,Critical
C1201,Engine Control System Malfunction,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Manufacturer,Critical
C1223,ABS Control System Malfunction,System: Anti-lock Brake System. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Chassis category.,Chassis,Manufacturer,Critical
C1233,Left Front Wheel Speed Sensor Input Signal Missing,System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Manufacturer,Info
C1234,Right Front Wheel Speed Sensor Input Signal Missing,System: Wheel Speed Sensor. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Manufacturer,Info
C1241,Low Battery Positive Voltage,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Chassis category.,Chassis,Manufacturer,Warning
C2000,Manufacturer Controlled DTC,System: General. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Chassis category.,Chassis,Manufacturer,Info
P0000,ISO/SAE Reserved,System: Fuel and Air Metering. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0001,Fuel Volume Regulator Control Circuit/Open,System: Fuel and Air Metering. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
